display_name;category;sector;barcodes;aliases;country_codes;image_url;unit;tags;supplier_suggestions;marketplace_matches;publication_status;notes;reference_price;sale_price;supplier_hint;verified;added_by_count
Boisson gazeuse Coca-Cola Classique 2 L;Soda;epicerie;;Boisson gazeuse Coca-Cola Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Coca-Cola;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|coca-cola|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Fanta Classique 33 cl;Soda;epicerie;;Boisson gazeuse Fanta Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Fanta;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|fanta|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Fanta Classique 50 cl;Soda;epicerie;;Boisson gazeuse Fanta Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Fanta;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|fanta|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Fanta Classique 1 L;Soda;epicerie;;Boisson gazeuse Fanta Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Fanta;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|fanta|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Fanta Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Fanta Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Fanta;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|fanta|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Fanta Classique 2 L;Soda;epicerie;;Boisson gazeuse Fanta Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Fanta;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|fanta|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Sprite Classique 33 cl;Soda;epicerie;;Boisson gazeuse Sprite Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Sprite;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|sprite|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Sprite Classique 50 cl;Soda;epicerie;;Boisson gazeuse Sprite Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Sprite;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|sprite|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Sprite Classique 1 L;Soda;epicerie;;Boisson gazeuse Sprite Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Sprite;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|sprite|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Sprite Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Sprite Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Sprite;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|sprite|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Sprite Classique 2 L;Soda;epicerie;;Boisson gazeuse Sprite Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Sprite;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|sprite|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Pepsi Classique 33 cl;Soda;epicerie;;Boisson gazeuse Pepsi Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Pepsi;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|pepsi|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Pepsi Classique 50 cl;Soda;epicerie;;Boisson gazeuse Pepsi Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Pepsi;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|pepsi|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Pepsi Classique 1 L;Soda;epicerie;;Boisson gazeuse Pepsi Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Pepsi;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|pepsi|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Pepsi Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Pepsi Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Pepsi;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|pepsi|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Pepsi Classique 2 L;Soda;epicerie;;Boisson gazeuse Pepsi Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Pepsi;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|pepsi|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Mirinda Classique 33 cl;Soda;epicerie;;Boisson gazeuse Mirinda Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Mirinda;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|mirinda|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Mirinda Classique 50 cl;Soda;epicerie;;Boisson gazeuse Mirinda Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Mirinda;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|mirinda|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Mirinda Classique 1 L;Soda;epicerie;;Boisson gazeuse Mirinda Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Mirinda;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|mirinda|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Mirinda Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Mirinda Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Mirinda;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|mirinda|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Mirinda Classique 2 L;Soda;epicerie;;Boisson gazeuse Mirinda Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Mirinda;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|mirinda|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse 7Up Classique 33 cl;Soda;epicerie;;Boisson gazeuse 7Up Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse 7Up;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|7up|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse 7Up Classique 50 cl;Soda;epicerie;;Boisson gazeuse 7Up Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse 7Up;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|7up|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse 7Up Classique 1 L;Soda;epicerie;;Boisson gazeuse 7Up Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse 7Up;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|7up|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse 7Up Classique 1.5 L;Soda;epicerie;;Boisson gazeuse 7Up Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse 7Up;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|7up|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse 7Up Classique 2 L;Soda;epicerie;;Boisson gazeuse 7Up Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse 7Up;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|7up|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Vimto Classique 33 cl;Soda;epicerie;;Boisson gazeuse Vimto Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Vimto;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|vimto|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Vimto Classique 50 cl;Soda;epicerie;;Boisson gazeuse Vimto Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Vimto;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|vimto|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Vimto Classique 1 L;Soda;epicerie;;Boisson gazeuse Vimto Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Vimto;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|vimto|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Vimto Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Vimto Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Vimto;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|vimto|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Vimto Classique 2 L;Soda;epicerie;;Boisson gazeuse Vimto Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Vimto;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|vimto|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Youki Classique 33 cl;Soda;epicerie;;Boisson gazeuse Youki Classique 33 cl|Boisson gazeuse|Boisson gazeuse 33 cl|Boisson gazeuse Youki;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|youki|classique|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Youki Classique 50 cl;Soda;epicerie;;Boisson gazeuse Youki Classique 50 cl|Boisson gazeuse|Boisson gazeuse 50 cl|Boisson gazeuse Youki;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|youki|classique|50 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Youki Classique 1 L;Soda;epicerie;;Boisson gazeuse Youki Classique 1 L|Boisson gazeuse|Boisson gazeuse 1 L|Boisson gazeuse Youki;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|youki|classique|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Youki Classique 1.5 L;Soda;epicerie;;Boisson gazeuse Youki Classique 1.5 L|Boisson gazeuse|Boisson gazeuse 1.5 L|Boisson gazeuse Youki;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|youki|classique|1.5 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson gazeuse Youki Classique 2 L;Soda;epicerie;;Boisson gazeuse Youki Classique 2 L|Boisson gazeuse|Boisson gazeuse 2 L|Boisson gazeuse Youki;SN;;canette/bouteille;épicerie|sénégal|boissons|soda|boisson gazeuse|youki|classique|2 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 6 | Expiration à suivre : Oui | Sensible : Non | Formats canette et PET. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Malta 33 cl;Malt;epicerie;;Boisson maltée Malta 33 cl|Boisson maltée|Boisson maltée 33 cl|Boisson maltée Malta;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|malta|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Malta 50 cl;Malt;epicerie;;Boisson maltée Malta 50 cl|Boisson maltée|Boisson maltée 50 cl|Boisson maltée Malta;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|malta|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Vitamalt 33 cl;Malt;epicerie;;Boisson maltée Vitamalt 33 cl|Boisson maltée|Boisson maltée 33 cl|Boisson maltée Vitamalt;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|vitamalt|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Vitamalt 50 cl;Malt;epicerie;;Boisson maltée Vitamalt 50 cl|Boisson maltée|Boisson maltée 50 cl|Boisson maltée Vitamalt;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|vitamalt|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Gazelle 33 cl;Malt;epicerie;;Boisson maltée Gazelle 33 cl|Boisson maltée|Boisson maltée 33 cl|Boisson maltée Gazelle;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|gazelle|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson maltée Gazelle 50 cl;Malt;epicerie;;Boisson maltée Gazelle 50 cl|Boisson maltée|Boisson maltée 50 cl|Boisson maltée Gazelle;SN;;canette/bouteille;épicerie|sénégal|boissons|malt|boisson maltée|gazelle|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | Produit complémentaire. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique XXL Energy Energy drink 25 cl;Énergie;epicerie;;Boisson énergétique XXL Energy Energy drink 25 cl|Boisson énergétique|Boisson énergétique 25 cl|Boisson énergétique XXL Energy;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|xxl energy|energy drink|25 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique XXL Energy Energy drink 33 cl;Énergie;epicerie;;Boisson énergétique XXL Energy Energy drink 33 cl|Boisson énergétique|Boisson énergétique 33 cl|Boisson énergétique XXL Energy;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|xxl energy|energy drink|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique XXL Energy Energy drink 50 cl;Énergie;epicerie;;Boisson énergétique XXL Energy Energy drink 50 cl|Boisson énergétique|Boisson énergétique 50 cl|Boisson énergétique XXL Energy;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|xxl energy|energy drink|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Red Bull Energy drink 25 cl;Énergie;epicerie;;Boisson énergétique Red Bull Energy drink 25 cl|Boisson énergétique|Boisson énergétique 25 cl|Boisson énergétique Red Bull;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|red bull|energy drink|25 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Red Bull Energy drink 33 cl;Énergie;epicerie;;Boisson énergétique Red Bull Energy drink 33 cl|Boisson énergétique|Boisson énergétique 33 cl|Boisson énergétique Red Bull;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|red bull|energy drink|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Red Bull Energy drink 50 cl;Énergie;epicerie;;Boisson énergétique Red Bull Energy drink 50 cl|Boisson énergétique|Boisson énergétique 50 cl|Boisson énergétique Red Bull;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|red bull|energy drink|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Power Horse Energy drink 25 cl;Énergie;epicerie;;Boisson énergétique Power Horse Energy drink 25 cl|Boisson énergétique|Boisson énergétique 25 cl|Boisson énergétique Power Horse;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|power horse|energy drink|25 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Power Horse Energy drink 33 cl;Énergie;epicerie;;Boisson énergétique Power Horse Energy drink 33 cl|Boisson énergétique|Boisson énergétique 33 cl|Boisson énergétique Power Horse;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|power horse|energy drink|33 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Boisson énergétique Power Horse Energy drink 50 cl;Énergie;epicerie;;Boisson énergétique Power Horse Energy drink 50 cl|Boisson énergétique|Boisson énergétique 50 cl|Boisson énergétique Power Horse;SN;;canette;épicerie|sénégal|boissons|énergie|boisson énergétique|power horse|energy drink|50 cl|b|expiration à suivre;;;ready;Priorité boutique : B | Stock minimum suggéré : 3 | Expiration à suivre : Oui | Sensible : Non | À suivre selon clientèle jeunes. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Jus fruité Kirène Orange/mangue/multifruits 20 cl;Jus;epicerie;;Jus fruité Kirène Orange/mangue/multifruits 20 cl|Jus fruité|Jus fruité 20 cl|Jus fruité Kirène;SN;;brique/bouteille;épicerie|sénégal|boissons|jus|jus fruité|kirène|orange/mangue/multifruits|20 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 4 | Expiration à suivre : Oui | Sensible : Non | Jus courants. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Jus fruité Kirène Orange/mangue/multifruits 33 cl;Jus;epicerie;;Jus fruité Kirène Orange/mangue/multifruits 33 cl|Jus fruité|Jus fruité 33 cl|Jus fruité Kirène;SN;;brique/bouteille;épicerie|sénégal|boissons|jus|jus fruité|kirène|orange/mangue/multifruits|33 cl|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 4 | Expiration à suivre : Oui | Sensible : Non | Jus courants. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
Jus fruité Kirène Orange/mangue/multifruits 1 L;Jus;epicerie;;Jus fruité Kirène Orange/mangue/multifruits 1 L|Jus fruité|Jus fruité 1 L|Jus fruité Kirène;SN;;brique/bouteille;épicerie|sénégal|boissons|jus|jus fruité|kirène|orange/mangue/multifruits|1 l|a|expiration à suivre;;;ready;Priorité boutique : A | Stock minimum suggéré : 4 | Expiration à suivre : Oui | Sensible : Non | Jus courants. | Source / validation : https://sakanal.sn/fr/116-acheter-au-prix-gros;;;;true;1
